ville,lien,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Brocas (40420),/management/ville/brocas/ville-40056,6.2,6.3,6.4,5.8,5.1,6.4,6.6,6.9,7.5,7.8,7.8,8.3,8.0
Brochon (21220),/management/ville/brochon/ville-21110,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
Brocourt (80430),/management/ville/brocourt/ville-80143,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Brocourt-en-Argonne (55120),/management/ville/brocourt-en-argonne/ville-55082,8.3,8.9,9.9,9.1,8.4,10.6,10.2,10.3,11.1,11.9,11.2,11.3,10.6
Broglie (27270),/management/ville/broglie/ville-27117,8.8,9.3,9.3,7.5,7.0,9.9,9.3,9.3,10.5,11.5,10.8,11.2,11.0
Brognard (25600),/management/ville/brognard/ville-25097,9.4,9.5,10.8,9.4,8.3,11.6,11.2,10.2,11.2,12.5,12.2,12.3,11.3
Brognon (08380),/management/ville/brognon/ville-08087,12.2,12.0,13.1,11.2,10.2,13.0,11.5,11.0,12.3,13.4,12.8,13.4,12.5
Broin (21250),/management/ville/broin/ville-21112,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
Broindon (21220),/management/ville/broindon/ville-21113,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
Broissia (39320),/management/ville/broissia/ville-39080,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
Brombos (60210),/management/ville/brombos/ville-60109,8.0,8.3,8.4,7.6,6.9,9.3,9.2,8.5,9.3,10.4,10.3,10.5,10.0
Bromeilles (45390),/management/ville/bromeilles/ville-45056,6.0,6.2,6.5,6.2,5.2,7.2,7.5,7.4,8.5,9.2,9.2,9.5,9.7
Brommat (12600),/management/ville/brommat/ville-12036,4.4,4.5,4.7,4.1,4.0,5.3,5.5,5.1,5.7,6.6,6.3,6.4,6.3
Bromont-Lamothe (63230),/management/ville/bromont-lamothe/ville-63055,7.1,7.2,7.3,7.0,6.4,8.1,8.1,7.8,8.2,8.6,8.4,8.7,8.3
Bron (69500),/management/ville/bron/ville-69029,7.8,7.9,7.8,7.2,6.2,8.3,8.4,8.1,8.8,9.3,9.1,9.3,8.8
Bronvaux (57535),/management/ville/bronvaux/ville-57111,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Broons (22250),/management/ville/broons/ville-22020,6.5,6.7,7.0,6.3,5.7,7.3,7.4,7.3,8.0,8.8,8.7,9.0,8.7
Broquiers (60220),/management/ville/broquiers/ville-60110,8.0,8.3,8.4,7.6,6.9,9.3,9.2,8.5,9.3,10.4,10.3,10.5,10.0
Broquiès (12480),/management/ville/broquies/ville-12037,6.9,7.1,7.7,6.9,6.6,8.3,8.4,8.3,8.9,10.0,9.7,10.3,9.8
Brossac (16480),/management/ville/brossac/ville-16066,8.4,8.6,8.8,8.2,7.6,9.4,9.1,9.2,10.3,10.9,10.3,10.6,10.1
Brossainc (07340),/management/ville/brossainc/ville-07044,7.7,7.6,8.4,7.4,6.5,8.9,8.5,8.0,8.8,9.5,9.2,9.0,9.5
Brossay (49700),/management/ville/brossay/ville-49053,8.5,8.3,9.1,8.1,7.2,9.6,9.3,9.0,9.8,10.5,10.4,10.7,10.3
Brosses (89660),/management/ville/brosses/ville-89057,7.6,7.5,7.4,5.7,5.5,7.0,7.1,7.5,8.3,8.8,7.9,8.5,8.5
Brosville (27930),/management/ville/brosville/ville-27118,7.8,8.0,8.4,7.7,7.0,8.9,9.1,8.9,9.7,10.6,10.2,10.3,10.1
Brotte-lès-Luxeuil (70300),/management/ville/brotte-les-luxeuil/ville-70098,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Brotte-lès-Ray (70180),/management/ville/brotte-les-ray/ville-70099,7.0,7.2,7.7,6.8,6.1,8.9,7.9,7.5,8.6,9.6,9.7,10.0,9.4
Brou (28160),/management/ville/brou/ville-28061,6.8,7.2,6.9,5.9,5.1,7.2,7.4,7.2,7.9,8.6,8.5,8.7,8.3
Brou-sur-Chantereine (77177),/management/ville/brou-sur-chantereine/ville-77055,9.0,8.8,8.5,7.8,6.7,7.8,8.1,7.9,8.4,8.8,8.7,9.0,8.4
Brouains (50150),/management/ville/brouains/ville-50088,6.9,7.2,7.9,6.8,6.2,8.3,8.0,7.6,7.8,8.8,8.6,8.7,7.8
Broualan (35120),/management/ville/broualan/ville-35044,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
Brouchaud (24210),/management/ville/brouchaud/ville-24066,7.4,7.6,7.7,7.1,6.5,8.2,8.4,8.7,9.7,10.1,10.0,10.5,9.9
Brouchy (80400),/management/ville/brouchy/ville-80144,7.9,8.4,9.7,8.4,7.7,10.1,10.1,9.5,11.1,12.1,11.4,11.8,11.1
Brouck (57220),/management/ville/brouck/ville-57112,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Brouckerque (59630),/management/ville/brouckerque/ville-59110,10.5,10.9,11.3,10.2,9.7,12.2,12.0,11.8,12.0,12.5,11.8,12.0,11.8
Brouderdorff (57565),/management/ville/brouderdorff/ville-57113,6.0,6.1,6.4,5.3,5.1,7.5,7.2,6.7,7.3,8.2,8.0,8.3,7.9
Broué (28410),/management/ville/broue/ville-28062,10.5,10.3,10.5,10.0,8.6,11.0,11.5,11.3,11.8,12.5,12.3,12.5,12.1
Brouennes (55700),/management/ville/brouennes/ville-55083,8.3,8.9,9.9,9.1,8.4,10.6,10.2,10.3,11.1,11.9,11.2,11.3,10.6
Brouilla (66620),/management/ville/brouilla/ville-66026,11.9,11.6,11.6,10.9,10.0,12.1,12.4,12.4,14.1,15.2,15.2,15.9,15.4
Brouillet (51170),/management/ville/brouillet/ville-51089,8.5,9.0,9.4,8.1,7.3,9.4,9.1,9.0,9.9,11.0,10.8,10.9,10.5
Brouqueyran (33124),/management/ville/brouqueyran/ville-33074,9.0,9.0,8.8,7.8,6.9,8.4,8.8,8.8,9.4,9.9,9.8,10.2,9.7
Brousse (23700),/management/ville/brousse/ville-23034,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
Brousse-le-Château (12480),/management/ville/brousse-le-chateau/ville-12038,6.9,7.1,7.7,6.9,6.6,8.3,8.4,8.3,8.9,10.0,9.7,10.3,9.8
Brousses-et-Villaret (11390),/management/ville/brousses-et-villaret/ville-11052,9.1,9.1,9.2,8.8,8.4,10.4,11.2,11.2,11.9,13.1,12.8,13.1,12.4
Brousseval (52130),/management/ville/brousseval/ville-52079,9.8,9.9,10.3,9.0,8.4,11.2,10.2,9.6,10.9,12.4,11.8,12.1,11.2
Broussey-en-Blois (55190),/management/ville/broussey-en-blois/ville-55084,8.5,9.6,10.0,9.7,8.5,10.2,10.6,10.1,11.1,12.1,11.3,11.7,11.1
Broussey-Raulecourt (55200),/management/ville/broussey-raulecourt/ville-55085,8.5,9.6,10.0,9.7,8.5,10.2,10.6,10.1,11.1,12.1,11.3,11.7,11.1
Broussy-le-Grand (51230),/management/ville/broussy-le-grand/ville-51090,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Broussy-le-Petit (51230),/management/ville/broussy-le-petit/ville-51091,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Broût-Vernet (03110),/management/ville/brout-vernet/ville-03043,9.0,9.2,9.5,8.7,7.9,10.0,9.9,9.8,10.4,11.1,10.7,11.1,10.7
Brouvelieures (88600),/management/ville/brouvelieures/ville-88076,8.9,9.6,9.9,8.7,8.1,10.4,9.9,9.7,10.9,11.7,11.7,12.1,11.2
Brouville (54120),/management/ville/brouville/ville-54101,10.0,11.4,12.1,10.6,10.1,13.4,12.4,12.2,13.4,14.5,14.4,14.4,13.6
Brouviller (57635),/management/ville/brouviller/ville-57114,6.0,6.1,6.4,5.3,5.1,7.5,7.2,6.7,7.3,8.2,8.0,8.3,7.9
Brouy (91150),/management/ville/brouy/ville-91112,6.2,6.3,6.3,5.2,4.8,6.0,6.6,6.4,6.9,7.6,7.4,7.6,7.3
Brouzet-lès-Alès (30580),/management/ville/brouzet-les-ales/ville-30055,13.5,13.4,14.2,13.2,11.8,14.0,13.9,13.9,15.2,16.6,16.4,17.2,16.3
Brouzet-lès-Quissac (30260),/management/ville/brouzet-les-quissac/ville-30054,12.7,12.2,13.1,12.3,11.4,12.4,12.0,11.8,12.3,13.3,13.3,14.1,13.3
Broxeele (59470),/management/ville/broxeele/ville-59111,10.5,10.9,11.3,10.2,9.7,12.2,12.0,11.8,12.0,12.5,11.8,12.0,11.8
Broye (71190),/management/ville/broye/ville-71063,11.4,11.1,11.3,9.7,8.7,11.7,11.6,11.1,11.6,12.4,11.6,11.8,11.6
Broye-Aubigney-Montseugny (70140),/management/ville/broye-aubigney-montseugny/ville-70101,7.0,7.2,7.7,6.8,6.1,8.9,7.9,7.5,8.6,9.6,9.7,10.0,9.4
Broye-les-Loups-et-Verfontaine (70100),/management/ville/broye-les-loups-et-verfontaine/ville-70100,7.0,7.2,7.7,6.8,6.1,8.9,7.9,7.5,8.6,9.6,9.7,10.0,9.4
Broyes (51120),/management/ville/broyes/ville-51092,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Broze (81600),/management/ville/broze/ville-81041,7.7,7.8,8.4,8.3,7.5,9.3,9.6,9.7,10.4,10.9,10.6,10.9,10.3
Brû (88700),/management/ville/bru/ville-88077,8.9,9.6,9.9,8.7,8.1,10.4,9.9,9.7,10.9,11.7,11.7,12.1,11.2
Bruailles (71500),/management/ville/bruailles/ville-71064,5.0,5.7,6.0,5.3,5.2,7.2,7.0,6.8,7.3,7.9,7.8,8.0,7.8
Bruay-la-Buissière (62700),/management/ville/bruay-la-buissiere/ville-62178,10.6,10.9,11.7,10.6,9.8,11.8,11.4,11.1,11.9,12.9,12.4,12.5,11.8
Bruay-sur-l'Escaut (59860),/management/ville/bruay-sur-l-escaut/ville-59112,13.2,13.1,13.3,12.3,11.1,14.6,14.4,13.9,14.5,16.1,15.2,15.5,15.0
Bruc-sur-Aff (35550),/management/ville/bruc-sur-aff/ville-35045,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
Brucamps (80690),/management/ville/brucamps/ville-80145,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Bruch (47130),/management/ville/bruch/ville-47041,8.2,8.1,8.6,7.7,6.9,8.4,8.7,8.2,9.1,9.7,9.4,9.7,9.4
Brucheville (50480),/management/ville/brucheville/ville-50089,9.3,9.6,9.8,8.9,7.8,9.6,9.2,9.1,9.3,9.7,9.5,9.5,8.8
Brucourt (14160),/management/ville/brucourt/ville-14110,8.6,8.8,8.9,8.0,6.8,9.0,9.0,8.9,9.4,10.0,9.7,10.1,9.5
Brue-Auriac (83119),/management/ville/brue-auriac/ville-83025,9.0,9.0,9.0,8.4,7.2,8.6,8.7,8.7,9.1,9.6,9.4,9.7,9.1
Bruebach (68440),/management/ville/bruebach/ville-68055,8.4,9.2,10.3,9.4,8.0,10.2,10.0,9.7,10.8,11.7,11.3,11.6,11.1
Brueil-en-Vexin (78440),/management/ville/brueil-en-vexin/ville-78113,9.3,8.9,9.2,8.8,7.9,9.7,9.8,9.6,10.6,11.2,11.3,11.6,11.2
Bruère-Allichamps (18200),/management/ville/bruere-allichamps/ville-18038,9.1,9.3,9.6,8.2,7.9,9.5,10.2,10.1,10.9,11.5,11.0,11.9,11.4
Brugairolles (11300),/management/ville/brugairolles/ville-11053,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
Bruges (33520),/management/ville/bruges/ville-33075,9.0,9.0,8.8,7.8,6.9,8.4,8.8,8.8,9.4,9.9,9.8,10.2,9.7
Bruges-Capbis-Mifaget (64800),/management/ville/bruges-capbis-mifaget/ville-64148,7.5,7.3,7.3,6.7,6.1,7.5,7.6,7.4,7.8,8.3,8.3,8.6,8.1
Brugheas (03700),/management/ville/brugheas/ville-03044,9.0,9.2,9.5,8.7,7.9,10.0,9.9,9.8,10.4,11.1,10.7,11.1,10.7
Brugnac (47260),/management/ville/brugnac/ville-47042,8.3,7.9,8.3,7.2,6.9,8.8,9.0,8.8,9.4,10.1,9.7,10.0,10.0
Brugnens (32500),/management/ville/brugnens/ville-32066,5.7,5.9,6.5,5.7,5.5,6.6,7.0,7.1,7.6,8.7,8.2,8.7,8.2
Brugny-Vaudancourt (51530),/management/ville/brugny-vaudancourt/ville-51093,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Bruguières (31150),/management/ville/bruguieres/ville-31091,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Bruille-lez-Marchiennes (59490),/management/ville/bruille-lez-marchiennes/ville-59113,11.4,12.2,13.2,11.9,11.2,13.7,13.5,13.0,13.9,15.0,14.2,13.8,13.0
Bruille-Saint-Amand (59199),/management/ville/bruille-saint-amand/ville-59114,13.2,13.1,13.3,12.3,11.1,14.6,14.4,13.9,14.5,16.1,15.2,15.5,15.0
Brûlain (79230),/management/ville/brulain/ville-79058,6.2,6.1,6.5,5.9,5.3,6.8,7.1,6.6,7.3,7.8,7.6,8.1,7.6
Brulange (57340),/management/ville/brulange/ville-57115,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Bruley (54200),/management/ville/bruley/ville-54102,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Brullemail (61390),/management/ville/brullemail/ville-61064,7.4,7.4,7.6,6.9,6.5,8.8,8.0,7.9,8.8,9.4,9.4,9.8,9.3
Brullioles (69690),/management/ville/brullioles/ville-69030,7.8,7.9,7.8,7.2,6.2,8.3,8.4,8.1,8.8,9.3,9.1,9.3,8.8
Brûlon (72350),/management/ville/brulon/ville-72050,7.0,7.4,7.9,7.0,6.3,8.8,8.8,8.4,9.0,10.1,9.9,10.4,9.9
Brumath (67170),/management/ville/brumath/ville-67067,8.0,8.5,9.0,8.1,7.4,9.3,9.5,9.0,9.6,10.3,10.0,10.5,9.9
Brumetz (02810),/management/ville/brumetz/ville-02125,9.6,9.7,9.5,8.8,7.7,9.4,9.7,9.7,10.3,11.0,10.9,11.2,10.7
Brunehamel (02360),/management/ville/brunehamel/ville-02126,13.5,13.5,14.2,12.8,12.4,14.8,15.3,15.5,16.4,17.5,17.0,17.0,16.3
Brunelles (28400),/management/ville/brunelles/ville-28063,7.2,7.3,6.8,5.8,5.9,8.6,7.5,7.3,8.1,8.8,9.1,8.9,9.0
Brunembert (62240),/management/ville/brunembert/ville-62179,11.9,11.8,13.1,11.7,11.1,12.8,12.6,13.1,13.9,14.8,13.8,14.2,13.5
Brunémont (59151),/management/ville/brunemont/ville-59115,11.4,12.2,13.2,11.9,11.2,13.7,13.5,13.0,13.9,15.0,14.2,13.8,13.0
Brunet (04210),/management/ville/brunet/ville-04035,9.7,10.1,10.0,9.5,8.7,10.6,10.7,10.7,11.8,12.6,12.2,12.4,12.1
Bruniquel (82800),/management/ville/bruniquel/ville-82026,8.5,8.7,9.2,9.0,8.0,9.5,9.9,9.7,10.6,11.6,11.2,12.0,11.7
Brunoy (91800),/management/ville/brunoy/ville-91114,6.8,6.8,6.6,6.0,5.1,6.3,6.6,6.7,7.2,7.8,7.8,8.0,7.8
Brunstatt-Didenheim (68350),/management/ville/brunstatt-didenheim/ville-68056,8.4,9.2,10.3,9.4,8.0,10.2,10.0,9.7,10.8,11.7,11.3,11.6,11.1
Brunvillers-la-Motte (60130),/management/ville/brunvillers-la-motte/ville-60112,9.6,9.7,9.5,8.8,7.7,9.4,9.7,9.7,10.3,11.0,10.9,11.2,10.7
Brusque (12360),/management/ville/brusque/ville-12039,6.9,7.1,7.7,6.9,6.6,8.3,8.4,8.3,8.9,10.0,9.7,10.3,9.8
Brussey (70150),/management/ville/brussey/ville-70102,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Brussieu (69690),/management/ville/brussieu/ville-69031,7.8,7.9,7.8,7.2,6.2,8.3,8.4,8.1,8.8,9.3,9.1,9.3,8.8
Brusson (51300),/management/ville/brusson/ville-51094,9.8,9.9,10.3,9.0,8.4,11.2,10.2,9.6,10.9,12.4,11.8,12.1,11.2
Brusvily (22100),/management/ville/brusvily/ville-22021,7.9,7.7,8.0,7.3,6.2,8.3,8.7,8.5,9.3,10.1,9.8,9.9,9.5
Brutelles (80230),/management/ville/brutelles/ville-80146,8.1,8.3,8.1,7.3,7.1,11.1,9.7,9.1,9.9,10.8,10.2,10.4,10.4
Bruville (54800),/management/ville/bruville/ville-54103,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Brux (86510),/management/ville/brux/ville-86039,6.5,6.8,7.1,6.4,5.8,7.3,7.3,7.2,7.6,8.0,7.7,8.0,7.8
Bruyères (88600),/management/ville/bruyeres/ville-88078,8.9,9.6,9.9,8.7,8.1,10.4,9.9,9.7,10.9,11.7,11.7,12.1,11.2
Bruyères-et-Montbérault (02860),/management/ville/bruyeres-et-montberault/ville-02128,9.2,9.5,9.7,9.0,8.6,10.5,11.2,11.3,12.4,13.3,12.4,12.8,12.5
Bruyères-le-Châtel (91680),/management/ville/bruyeres-le-chatel/ville-91115,5.9,5.8,5.6,4.9,4.3,5.4,5.8,5.6,5.9,6.4,6.4,6.5,6.4
Bruyères-sur-Fère (02130),/management/ville/bruyeres-sur-fere/ville-02127,9.0,9.5,9.6,8.9,8.3,10.5,10.7,10.4,11.6,12.4,11.4,11.6,11.1
Bruyères-sur-Oise (95820),/management/ville/bruyeres-sur-oise/ville-95116,9.6,9.7,9.5,8.8,7.7,9.4,9.7,9.7,10.3,11.0,10.9,11.2,10.7
Bruys (02220),/management/ville/bruys/ville-02129,10.7,10.6,11.3,10.1,9.2,11.7,11.8,12.0,13.3,13.9,13.6,13.5,13.2
Bruz (35170),/management/ville/bruz/ville-35047,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
Bry (59144),/management/ville/bry/ville-59116,12.8,12.8,13.3,12.3,10.9,14.7,15.0,14.4,14.9,15.8,15.1,15.3,15.0
Bry-sur-Marne (94360),/management/ville/bry-sur-marne/ville-94015,7.3,7.2,6.9,6.3,5.4,6.6,6.8,6.9,7.4,7.9,8.0,8.1,7.8
Bû (28410),/management/ville/bu/ville-28064,10.5,10.3,10.5,10.0,8.6,11.0,11.5,11.3,11.8,12.5,12.3,12.5,12.1
Buais-Les-Monts (50640),/management/ville/buais-les-monts/ville-50090,5.0,5.3,5.5,5.1,4.5,6.5,6.3,6.0,6.2,6.8,6.9,6.9,6.5
Buanes (40320),/management/ville/buanes/ville-40057,6.2,6.3,6.4,5.8,5.1,6.4,6.6,6.9,7.5,7.8,7.8,8.3,8.0
Bubry (56310),/management/ville/bubry/ville-56026,8.6,8.4,8.7,8.3,7.4,9.1,8.9,8.3,9.1,10.1,10.1,10.4,10.0
Buc (78530),/management/ville/buc/ville-78117,5.9,5.8,5.6,4.9,4.3,5.4,5.8,5.6,5.9,6.4,6.4,6.5,6.4
Bucamps (60480),/management/ville/bucamps/ville-60113,8.0,8.3,8.4,7.6,6.9,9.3,9.2,8.5,9.3,10.4,10.3,10.5,10.0
Bucéels (14250),/management/ville/buceels/ville-14111,8.6,8.8,8.9,8.0,6.8,9.0,9.0,8.9,9.4,10.0,9.7,10.1,9.5
Bucey-en-Othe (10190),/management/ville/bucey-en-othe/ville-10066,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Bucey-lès-Gy (70700),/management/ville/bucey-les-gy/ville-70104,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Bucey-lès-Traves (70360),/management/ville/bucey-les-traves/ville-70105,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Buchelay (78200),/management/ville/buchelay/ville-78118,9.3,8.9,9.2,8.8,7.9,9.7,9.8,9.6,10.6,11.2,11.3,11.6,11.2
Buchères (10800),/management/ville/bucheres/ville-10067,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Buchy (57420),/management/ville/buchy/ville-57116,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Bucilly (02500),/management/ville/bucilly/ville-02130,13.5,13.5,14.2,12.8,12.4,14.8,15.3,15.5,16.4,17.5,17.0,17.0,16.3
Bucquoy (62116),/management/ville/bucquoy/ville-62181,7.3,7.5,8.0,7.3,6.8,8.6,8.6,8.6,9.2,9.7,9.3,9.4,8.9
Bucy-le-Long (02880),/management/ville/bucy-le-long/ville-02131,10.7,10.6,11.3,10.1,9.2,11.7,11.8,12.0,13.3,13.9,13.6,13.5,13.2
Bucy-le-Roi (45410),/management/ville/bucy-le-roi/ville-45058,6.2,6.3,6.4,5.9,5.3,7.2,7.5,7.2,7.9,8.6,8.7,9.1,8.7
Bucy-lès-Cerny (02870),/management/ville/bucy-les-cerny/ville-02132,9.2,9.5,9.7,9.0,8.6,10.5,11.2,11.3,12.4,13.3,12.4,12.8,12.5
Bucy-lès-Pierrepont (02350),/management/ville/bucy-les-pierrepont/ville-02133,9.2,9.5,9.7,9.0,8.6,10.5,11.2,11.3,12.4,13.3,12.4,12.8,12.5
Bucy-Saint-Liphard (45140),/management/ville/bucy-saint-liphard/ville-45059,6.2,6.3,6.4,5.9,5.3,7.2,7.5,7.2,7.9,8.6,8.7,9.1,8.7
Budelière (23170),/management/ville/budeliere/ville-23035,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
Buding (57920),/management/ville/buding/ville-57117,7.8,8.2,8.8,7.9,6.9,9.7,9.1,8.8,9.5,10.5,10.1,10.3,9.5
Budling (57970),/management/ville/budling/ville-57118,7.8,8.2,8.8,7.9,6.9,9.7,9.1,8.8,9.5,10.5,10.1,10.3,9.5
Budos (33720),/management/ville/budos/ville-33076,9.0,9.0,8.8,7.8,6.9,8.4,8.8,8.8,9.4,9.9,9.8,10.2,9.7
Bué (18300),/management/ville/bue/ville-18039,7.7,7.8,8.0,7.2,6.3,8.2,8.9,8.7,9.3,9.7,9.4,9.6,9.3
Bueil (27730),/management/ville/bueil/ville-27119,7.8,8.0,8.4,7.7,7.0,8.9,9.1,8.9,9.7,10.6,10.2,10.3,10.1
Bueil-en-Touraine (37370),/management/ville/bueil-en-touraine/ville-37041,7.6,7.5,7.5,6.8,6.2,7.8,8.0,7.6,8.3,9.2,9.0,9.4,9.1
Buellas (01310),/management/ville/buellas/ville-01065,4.9,4.9,4.9,4.5,4.4,6.8,6.9,6.0,6.7,7.4,7.1,7.5,7.4
Buethwiller (68210),/management/ville/buethwiller/ville-68057,8.4,9.2,10.3,9.4,8.0,10.2,10.0,9.7,10.8,11.7,11.3,11.6,11.1
Buffard (25440),/management/ville/buffard/ville-25098,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Buffières (71250),/management/ville/buffieres/ville-71065,5.4,5.6,5.7,5.3,4.8,6.5,6.8,6.4,7.0,7.7,7.3,7.7,7.4
Buffignécourt (70500),/management/ville/buffignecourt/ville-70106,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Buffon (21500),/management/ville/buffon/ville-21114,6.6,6.5,6.8,6.5,5.6,7.6,7.5,7.1,7.7,8.4,8.1,8.8,8.7
Bugarach (11190),/management/ville/bugarach/ville-11055,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
Bugard (65220),/management/ville/bugard/ville-65110,9.1,8.9,9.1,8.4,7.7,9.7,9.9,9.9,10.7,11.5,11.2,11.7,11.2
Bugeat (19170),/management/ville/bugeat/ville-19033,4.7,4.8,4.6,4.0,3.8,5.2,5.1,5.1,5.8,6.6,6.4,6.8,6.8
Bugnein (64190),/management/ville/bugnein/ville-64149,7.5,7.3,7.3,6.7,6.1,7.5,7.6,7.4,7.8,8.3,8.3,8.6,8.1
Bugnicourt (59151),/management/ville/bugnicourt/ville-59117,11.4,12.2,13.2,11.9,11.2,13.7,13.5,13.0,13.9,15.0,14.2,13.8,13.0
Bugnières (52210),/management/ville/bugnieres/ville-52082,7.1,6.8,7.4,6.2,5.5,8.1,7.2,6.8,7.2,7.9,7.4,7.6,7.2
Bugny (25520),/management/ville/bugny/ville-25099,5.8,5.8,5.8,5.1,4.5,6.9,6.8,5.6,6.3,6.9,6.8,7.3,7.0
Buhl (67470),/management/ville/buhl/ville-67069,5.8,6.1,5.6,4.5,4.1,6.4,6.3,5.5,5.8,6.4,6.1,6.3,6.0
Buhl-Lorraine (57400),/management/ville/buhl-lorraine/ville-57119,6.0,6.1,6.4,5.3,5.1,7.5,7.2,6.7,7.3,8.2,8.0,8.3,7.9
Buhy (95770),/management/ville/buhy/ville-95119,7.5,7.6,7.3,6.7,5.8,7.4,7.7,7.7,8.2,8.9,8.8,9.0,8.7
Buicourt (60380),/management/ville/buicourt/ville-60114,8.0,8.3,8.4,7.6,6.9,9.3,9.2,8.5,9.3,10.4,10.3,10.5,10.0
Buigny-l'Abbé (80132),/management/ville/buigny-l-abbe/ville-80147,9.7,9.5,10.5,9.2,8.9,11.0,10.5,10.2,11.3,12.2,11.6,11.9,11.8
Buigny-lès-Gamaches (80220),/management/ville/buigny-les-gamaches/ville-80148,8.1,8.3,8.1,7.3,7.1,11.1,9.7,9.1,9.9,10.8,10.2,10.4,10.4
Buigny-Saint-Maclou (80132),/management/ville/buigny-saint-maclou/ville-80149,9.7,9.5,10.5,9.2,8.9,11.0,10.5,10.2,11.3,12.2,11.6,11.9,11.8
Buire (02500),/management/ville/buire/ville-02134,13.5,13.5,14.2,12.8,12.4,14.8,15.3,15.5,16.4,17.5,17.0,17.0,16.3
Buire-au-Bois (62390),/management/ville/buire-au-bois/ville-62182,7.3,7.5,8.0,7.3,6.8,8.6,8.6,8.6,9.2,9.7,9.3,9.4,8.9
Buire-Courcelles (80200),/management/ville/buire-courcelles/ville-80150,7.9,8.4,9.7,8.4,7.7,10.1,10.1,9.5,11.1,12.1,11.4,11.8,11.1
Buire-le-Sec (62870),/management/ville/buire-le-sec/ville-62183,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
Buire-sur-l'Ancre (80300),/management/ville/buire-sur-l-ancre/ville-80151,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Buironfosse (02620),/management/ville/buironfosse/ville-02135,13.5,13.5,14.2,12.8,12.4,14.8,15.3,15.5,16.4,17.5,17.0,17.0,16.3
Buis-les-Baronnies (26170),/management/ville/buis-les-baronnies/ville-26063,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
